TSS,DO,BOD,COD,Fosfat,Fecal Coli,Total-Coliform,WaterQualityStatus_encoded
-0.48379381950229144,-0.002941835322745404,-0.17321125487591563,-0.348728182208855,-0.17883754127666482,0.8687879857447017,-0.04927541678791206,2.0
0.012087097348231587,-0.9098407492654295,-0.15006666001350602,-0.15819687808554592,-0.28380603111242153,-0.36825266164896797,-0.3215573242131328,2.0
0.7766611982190821,-1.2804694966346142,0.3554112917815195,0.8411203700714016,-0.28380603111242153,-0.36825266164896797,-0.3215573242131328,2.0
-0.42481238886368294,0.6625383532693688,0.002687666078397304,-0.00266111961753852,-0.4816312619567323,-0.3642670676779606,-0.32120156623796225,2.0
-0.4663178400538148,-0.7947175341586185,0.13229739730789103,0.4794997316332844,0.8708473570809026,7.945982409286589,0.6021428470334165,2.0
-0.031602851272959864,1.2357256689910436,-0.4145630901011229,-0.48054473751049126,-0.28380603111242153,-0.3684502250630332,-0.3215573242131328,2.0
1.359922012311988,-1.2804694966346142,0.7896038914003236,1.5371428892157348,-0.28380603111242153,-0.3684395459595702,-0.3215573242131328,2.0
-0.5961425223816853,0.08935103754769376,-0.40974901436974165,-0.538287387841739,0.26525991572076746,-0.3093459641540313,-0.2389706514056697,2.0
0.26548879935114206,-1.2804694966346142,0.027683828529799694,0.07510675961646518,-0.28380603111242153,-0.36837470854568777,-0.32154334800696543,2.0
-0.45393173961970706,0.9199868933816466,-0.43881862551692813,-0.27620963482314653,-0.4816312619567323,-0.3646484642302101,-0.3187620829796495,
0.05359254853836347,-0.6295618669167798,-0.22875828254569866,-0.10764775658344351,-0.27976878150335394,-0.08622898108806859,-0.23109315338403474,2.0
1.916968857232179,-1.2435523474864385,-0.21764887701174204,-0.2849585212369719,-0.28380603111242153,-0.31888087796026904,3.833187600100782,2.0
-0.5799117064689127,0.6625383532693688,-0.3583680137751924,-0.43427284936625904,-0.32014127759402966,-0.3675280081996939,-0.32145694964156685,0.0
-0.6104946705037466,-0.843292730406218,-0.3861415276100839,-0.4576032131364602,-0.07790630104997566,-0.3675280081996939,-0.3214683847193402,0.0
4.494675825882474,-0.7072821809129393,0.6322206463359383,0.9849909466543084,-0.28380603111242153,-0.36845422972683184,-0.3215514796178265,0.0
-0.40006203296977805,0.5508154018998898,-0.3195776727857939,-0.4565144628271841,-0.4210725178207188,-0.23306665370412952,-0.26819362793754126,
-0.6017566807795084,0.41966237203137097,-0.27504747227051785,-0.3720585459790561,-0.6229349982740972,-0.36837470854568777,-0.32154334800696543,
-0.5515132398651382,-0.7947175341586185,-0.18246909282087947,-0.20096921166424794,0.08358368331272703,1.515636538359869,-0.04927541678791206,0.0
-0.4728713323469936,2.119794240697356,-0.3417039054742575,-0.5081523346385626,-0.372625522511908,-0.36844812738199584,-0.32154334800696543,
-0.17796417915395124,0.6479657943950891,-0.025085847756494212,-0.11931293846854407,-0.3605137736847053,0.6765641234109492,0.02848311207080708,1.0
-0.5093524394456884,0.866554177509287,-0.4171552847257128,-0.4552701767594401,-0.372625522511908,-0.36844469481302555,-0.32155541836683726,1.0
-0.5056387938128871,2.2703773490649146,-0.43715221468683463,-0.4929875981879318,-0.28380603111242153,-0.3684395459595702,-0.3215573242131328,0.0
-0.01849586668660243,-0.8714663442298257,-0.13155098412357835,-0.24257502705443995,-0.28380603111242153,-0.36825266164896797,2.435566983359098,0.0
0.062330538262601765,0.44880748977993074,-0.3798461978075085,-0.17375045393234667,-0.28380603111242153,-0.36845975997683944,-0.3215573242131328,0.0
-0.5515132398651382,-0.3089655716826227,-0.20098476871080714,-0.18541563581744722,5.37238067119124,-0.3436716538564871,-0.3185079701402419,1.0
0.6630673318039843,-0.20210013993790352,-0.44289207421271226,0.9266650372288057,-0.28380603111242153,-0.3684586157871827,-0.3215573242131328,2.0
-0.59301869105527,-0.2603903754350231,-0.23801612049066248,-0.3759469399407563,1.1938273258063081,-0.15869432601547528,-0.30758111804571603,0.0
-0.5967323366880714,-0.3089655716826227,-0.041749956057429094,-0.28301432425612183,6.6844867941381985,-0.36843382501128646,-0.32155465602831906,1.0
-0.5478651291552686,-0.5129813959225409,0.3397655456545306,0.29837834089728976,-0.15865129323132696,1.0236349859580023,1.8384018107512876,0.0
-0.07092380503203218,-0.8636943128302098,0.3591144269595051,0.15287463885046887,-0.28380603111242153,-0.3684395459595702,-0.3215573242131328,0.0
-0.5966668017651396,-0.35754076793022227,-0.15960223309681879,-0.22542720968334215,1.3351310621236725,0.6803780889334443,1.2666479220842353,
-0.5143767835371255,0.8131214616369273,-0.265789634325554,-0.3253978184386539,-0.3605137736847053,-0.09099643799118745,-0.03606154913871796,0.0
2.6596979837924337,-0.7558573771605387,0.4063294004788206,0.5183836712502863,-0.28380603111242153,-0.368422383114719,-0.3215573242131328,0.0
0.3004407582480952,-1.0861687116442158,1.7061298479517435,1.9881965887729562,-0.32014127759402966,-0.3436716538564871,-0.3185079701402419,0.0
-0.573358214175734,1.6340422782213604,-0.42317287938993925,-0.5431478802938642,-0.4816312619567323,-0.36823359182135545,-0.3215382657501773,0.0
-0.007573379531304567,-0.8942966864661975,-0.21024260665577096,-0.3253978184386539,-0.28380603111242153,-0.36825266164896797,-0.3215573242131328,0.0
-0.3177720147417639,0.6819684317684087,-0.31874446737074713,-0.40674302011742175,-0.5018175100020702,-0.252136481316605,-0.2377000872086318,1.0
-0.5668047218825552,1.0997151194977652,-0.3676258517201562,-0.36039336409395556,-0.6229349982740972,-0.368422383114719,-0.32154334800696543,1.0
-0.28063555841375115,-0.843292730406218,-0.03434368570145805,-0.06876381696644167,-0.6229349982740972,-0.3436716538564871,-0.3185079701402419,0.0
-0.00975787696236414,0.2642217440390524,-0.3509617434192214,-0.3304527305888641,-0.28380603111242153,0.20363239862155819,-0.23642952301159392,0.0
0.4358795989737887,-1.2804694966346142,0.2507977230034281,0.17620500262067,-0.28380603111242153,-0.36844469481302555,-0.32155541836683726,0.0
-0.34617048134553835,0.10878111604673361,-0.35281331100821406,-0.2966237031220725,-0.28380603111242153,-0.36845709020097367,-0.3215573242131328,1.0
-0.48597831693335103,0.53624284302561,-0.25653179638059015,-0.286513878821652,-0.3605137736847053,0.06671103636398448,-0.2237111753992446,1.0
-0.5602512295893765,2.4549630948057932,-0.41391504144497543,-0.5509246682172646,-0.3605137736847053,-0.35435075731947335,-0.3135527697717941,1.0
1.5674492682626475,-1.2804694966346142,2.4560147214938146,2.4159199245599763,-0.28380603111242153,-0.36844812738199584,-0.32155541836683726,1.0
-0.5820962038999722,0.4002322935323311,0.030461179913288818,-0.16986205997064646,-0.27976878150335394,-0.3684433599250927,-0.32154461857116245,
